id;paperTitle;area;authorID;corrAuthorID;publicationID;venueId;reviewer_1;reviewer_2;review_1;review_2;paperType;paperAbstract;decisions_1;decisions_2;year;url
805;A_Clinical_Investigation_of_the_Effects_of_Omission_of_Pumice_Prophylaxis_on_Band_and_Bond_Failure;Materials Science,Data Management;5392;5392;12004;12468;J__Muñoz;T__Castroflorio;Hand_go_moment__Attention_itself_floor__Investment_reduce_television_;Because_anyone_and_arm_large_Congress__Number_TV_international_mean_bar_Until_skin_million_line__Seek_tax_dinner__Stand_early_figure_news_Capital_theory_recognize__Its_position_lead_like_deal_;ShortPaper;One_hundred_and_twelve_first_molar_bands_and_614_directly_bonded_brackets_on_incisor__canine__and_premolar_teeth_were_included_in_a_clinical_trail_to_investigate_the_importance_of_omission_of_pumice_prophylaxis_at_the_time_of_banding_and_bonding__on_their_possible_subsequent_failure__Half_of_the_sample_were_selected_for_the_non_pumiced_test_groups_using_a_random_number_allocation_method__the_remaining_pumiced_teeth_acting_as_control_groups__Two_etch_times_were_used_for_the_direct_bonding_part_of_the_study__15_and_60_seconds__with_non_pumiced_test_and_pumiced_control_groups_included_within_both_etch_time_groups__Results_showed_no_statistical_difference_in_the_failure_rate_of_attachments_in_either_test_or_control_groups_during_the_course_of_treatment__The_different_etch_times_had_no_significant_effects_in_the_direct_bonding_part_of_the_study_;Yes;Yes;1995;https://www.semanticscholar.org/paper/e54a7b69fecd47118308ff999cd8f4247f711541
806;Products_for_Prevention_during_Orthodontics;Data Management;5393;5393;11900;11161;M__Wielgoś;J__Pachin;Fear_low_order_admit_pressure_region_food__Service_reveal_guess_citizen_;Especially_across_time_although__Minute_quickly_military_around__Mother_Republican_water_choice_perhaps_arrive_stand_;DemoPaper;The_potential_for_iatrogenic_damage_following_fixed_orthodontic_treatment_has_been_well_documented_for_many_years__Enamel_decalcification_and_gingival_inflammation_are_preventable_if_good_practice_is_followed__Patients_with_gingivitis_or_active_caries_should_not_be_considered_for_fixed_orthodontics_until_the_disease_is_controlled__Diet_advice__oral_hygiene__and_topical_fluorides_are_the_basic_elements_of_any_preventive_regime__and_while_they_need_to_be_individually_tailored_for_each_patient__fluoride_mouthrinses_should_be_routinely_used_by_all_patients_with_fixed_appliances__The_susceptibility_of_enamel_adjacent_to_an_orthodontic_attachment_remains_a_problem_which_future_improvements_in_adhesive_materials_may_help_to_address_;Yes;Yes;1994;https://www.semanticscholar.org/paper/3c7597049a0153608cad866e33addecec703e601
807;Impact_of_temperature_changes_to_the_adhesion_strength_of_molar_tubes:an_in_vitro_study;Data Management;5394,5395,5396,5397,5398,5038;5396;null;12489;M__Geleijnse;C__Gonzalez_Riano;Arrive_themselves_also_carry_consumer__Fly_goal_no_risk_arrive_Stop_task_both_sometimes_certainly_writer_day_east__So_tend_process_information_general_surface__Fly_better_each_think_early_by_one_;Game_cell_mother_avoid__Relationship_hear_avoid_take_we_he__Kind_too_including_religious_else_Age_nature_activity_benefit_toward_man_establish__Choose_certainly_still_they__Green_great_pay_;FullPaper;;Yes;No;2022;https://www.semanticscholar.org/paper/71817eafb1f56273ac6732944ab6d917a203b183
1229;Automatic_Acquisition_of_a_Repertoire_of_Diverse_Grasping_Trajectories_through_Behavior_Shaping_and_Novelty_Search;Computer Science;6963,6964,6962,6961;6961;13253;12574;C__Gómez;M__Schwaber;Produce_beat_record_red_reduce__Trial_mouth_none_kid__Serve_bed_woman_world_;Produce_cup_huge_those_approach_raise__Or_cell_market_year_rock_Recently_of_magazine_fund_car_control_various__Agree_church_interesting_body_;ShortPaper;Grasping_a_particular_object_may_require_a_dedicated_grasping_movement_that_may_also_be_specific_to_the_robot_end_effector__No_generic_and_autonomous_method_does_exist_to_generate_these_movements_without_making_hypotheses_on_the_robot_or_on_the_object__Learning_methods_could_help_to_autonomously_discover_relevant_grasping_movements__but_they_face_an_important_issue:grasping_movements_are_so_rare_that_a_learning_method_based_on_exploration_has_little_chance_to_ever_observe_an_interesting_movement__thus_creating_a_bootstrap_issue__We_introduce_an_approach_to_generate_diverse_grasping_movements_in_order_to_solve_this_problem__The_movements_are_generated_in_simulation__for_particular_object_positions__We_test_it_on_several_simulated_robots:Baxter__Pepper_and_a_Kuka_Iiwa_arm__Although_we_show_that_generated_movements_actually_work_on_a_real_Baxter_robot__the_aim_is_to_use_this_method_to_create_a_large_dataset_to_bootstrap_deep_learning_methods_;Yes;Yes;2022;https://www.semanticscholar.org/paper/b62313cd89c9f01e061b112c0899509de215cae6
808;Retentive_Strength_of_Orthodontic_Bands_Cemented_with_Amorphous_Calcium_Phosphate_Modified_Glass_Ionomer_Cement:An_In_Vitro_Study;Data Management;5399,5400,5401,5402,5403,5404;5399;null;10952;H__C__Pedersen;S__Puah;Follow_recognize_left_manager__Society_over_type_Sister_somebody_benefit_physical_report_without__Population_now_explain_compare_investment_;Side_program_light_itself_modern_picture_assume_government__Seek_watch_hundred_apply_woman_Appear_owner_program_live_if_attack__Night_high_development_dark_;DemoPaper;Objectives:The_aim_of_this_study_was_to_evaluate_and_compare_the_retentive_strength_of_orthodontic_bands_cemented_with_amorphous_calcium_phosphate_ACP_containing_and_conventional_glass_ionomer_cements_GICs__Materials_and_Methods:One_hundred_and_twenty_mandibular_third_molars_were_embedded_in_acrylic_resin_blocks_with_the_buccal_surface_of_crowns_perpendicular_to_the_base_of_the_mold__The_teeth_were_randomly_divided_into_four_groups_containing_30_teeth_each__Groups_1_and_3_were_cemented_using_conventional_GIC_and_groups_2_and_4_were_cemented_using_ACP_containing_orthodontic_cement__Groups_1_and_2_without_thermocycling__and_groups_3_and_4_after_thermocycling_5000_cycles__5_to_55C_were_tested_for_retentive_strength_using_a_universal_testing_machine_crosshead_speed_of_1mm/minute__Two_way_ANOVA_was_performed_to_compare_the_retentive_strength_of_the_groups__Results:The_highest_retentive_strength_belonged_to_group_1__and_it_was_significantly_higher_than_that_of_group_2_P0_001_and_group_3_P=0_02__The_mean_strength_for_group_2_was_significantly_lower_than_that_of_group_1_P0_001_and_group_4_P=0_04__Conclusions:Although_retentive_strength_decreased_when_ACP_was_added_to_GIC__the_retentive_strength_of_the_samples_cemented_by_ACP_containing_GIC_was_remarkably_high_after_thermocycling__It_seems_that_in_the_oral_cavity__ACP_containing_GIC_provides_sufficient_strength_to_endure_forces_applied_on_posterior_teeth_;Yes;No;2017;https://www.semanticscholar.org/paper/c063d1e62ff8c61c1142721f133a5fc84e173e71
809;A_retrospective_survey_of_the_causes_of_bracket__and_tube_bonding_failures_;Data Management;5405,5406,5407,5408,5409;5405;null;11019;M__Greco;M__Gaies;Turn_nation_democratic_increase_prepare_certainly_technology__Seat_one_since_forget_pass_power__Popular_bar_agent_air_;Really_baby_war_laugh__Process_within_central__Walk_wonder_gas_bit_north__Day_people_believe_reality_personal_not_experience_;FullPaper;OBJECTIVETo_investigate_the_causes_of_bonding_failures_of_orthodontic_brackets_and_tubes_and_the_effect_of_premedicating_for_saliva_reduction_MATERIALS_AND_METHODSPremedication_with_atropine_sulfate_was_administered_randomly__Failure_rate_of_brackets_and_tubes_placed_in_a_group_of_158_consecutive_patients_was_evaluated_after_a_mean_period_of_67_weeks_after_bonding_RESULTSThe_failure_rate_in_the_group_without_atropine_sulfate_premedication_was_2_4__In_the_group_with_premedication__the_failure_rate_was_2_7__The_Cox_regression_analysis_of_these_groups_showed_that_atropine_application_did_not_lead_to_a_reduction_in_bond_failures__Statistically_significant_differences_in_the_hazard_ratio_were_found_for_the_bracket_regions_and_for_the_dental_assistants_who_prepared_for_the_bonding_procedure_CONCLUSIONSPremedication_did_not_lead_to_fewer_bracket_failures__The_roles_of_the_dental_assistant_and_patient_in_preventing_failures_was_relevant__A_significantly_higher_failure_rate_for_orthodontic_appliances_was_found_in_the_posterior_regions_;Yes;No;2017;https://www.semanticscholar.org/paper/ecc7729f31579a08fe7a954c7aebdc7c391c6bf8
1242;Anomalous_right_subclavian_artery_as_cause_of_dysphagia;Data Management;6996,6997,6998,6999;6996;null;12409;A__Durán;T__Shakoori;Hair_eat_sea_player_fact__Simply_growth_president_increase_First_activity_star_talk__Fund_never_life_material_It_democratic_allow_buy__State_few_defense_prevent_even_;Heart_cover_when_put_trip_suggest_fear__Health_your_remember_once_physical_Mr_each_order_school_statement__Beautiful_seem_figure_she_fact_over__South_college_something_all_respond_;ShortPaper;_BMJ_Publishing_Group_Limited_2022__No_commercial_reuse__See_rights_and_permissions__Published_by_BMJ__DESCRIPTION_A_59yearold_man_with_a_medical_history_of_hypertension_presented_to_the_hospital_with_chest_discomfort_with_swallowing_and_a_feeling_of_food_‘getting_stuck_in_his_chest_on_swallowing_solids__The_patient_had_dyspnoea_on_exertion_but_denied_any_orthopnoea__dizziness__lower_extremity_swelling_or_palpitations__On_physical_examination__his_blood_pressure_was_significantly_elevated_to_250/130_mm_Hg__and_breath_sounds_were_slightly_diminished_bilaterally_on_auscultation_without_any_wheezing_or_crackles__On_presentation__his_troponin_I_was_elevated_to_4_65_ng/L_0_00–0_06_ng/L__which_increased_to_32_6_ng/L__ECG_did_not_show_any_STsegment_or_Twave_changes__CT_of_the_neck_with_contrast_showed_a_nonspecific_narrowing_of_the_supraglottic_airway_without_any_mass_or_fluid_collection_and_a_retrooesophageal/retrotracheal_aberrant_right_subclavian_artery_figure_1__The_patient_was_started_on_aspirin__ticagrelor__intravenous_heparin_and_atorvastatin__Left_coronary_angiogram_through_right_radial_access_showed_a_proximal_occlusion_of_the_left_circumflex_artery__and_a_drugeluting_stent_was_placed__Arteria_lusoria_accounted_for_the_clinical_dysphagia_that_the_patient_reported_as_his_oesophagogastroduodenoscopy_was_found_to_be_negative__This_case_illustrates_the_significance_of_an_anomalous_retrooesophageal_right_subclavian_artery_resulting_in_dysphagia_symptoms_that_may_be_found_incidentally_on_the_coronary_angiogram__Anomalous_right_subclavian_artery_ARSA_is_also_known_as_arteria_lusoria__It_is_one_of_the_most_common_aortic_arch_anomalies_with_a_prevalence_of_around_0_5–2_5_in_the_general_population__The_right_subclavian_artery_originates_as_the_last_branch_of_the_aortic_arch__travels_towards_and_then_down_the_right_arm_after_crossing_the_midline_of_the_body_commonly__between_the_oesophagus_and_vertebral_column_80_of_cases_and_less_commonly__between_the_trachea_and_oesophagus_15_of_cases__Most_patients_remain_symptomfree_throughout_their_lifetime__while_others_can_develop_symptoms_of_dysphagia__dyspnoea__coughing__pyrosis__retrosternal_pain__acute_limb_ischaemia_and_even_Horners_syndrome__The_clinical_manifestations_of_arteria_lusoria_result_from_the_compression_of_the_oesophagus_by_the_anteriorly_placed_right_common_carotid_artery_and_trachea_with_the_posteriorly_coursing_right_subclavian_artery__In_0_05–0_1_of_the_population__dysphagia_lusoria_can_also_result_from_a_left_subclavian_artery_in_the_presence_of_a_rightsided_aortic_arch_and_leftsided_ligamentous_arteriosum__which_causes_more_severe_symptoms_due_to_the_formation_of_a_true_vascular_ring_that_constricts_the_oesophagus_and_trachea_more_significantly_compared_with_the_ARSA__Our_patient_presented_with_chest_pain_secondary_to_a_nonST_segment_elevation_myocardial_infarction_and_dysphagia__which_was_secondary_to_a_retrooesophageal_aberrant_right_subclavian_artery__Patients_are_usually_treated_symptomatically_with_proton_pump_inhibitors__alcohol_and_smoking_cessation__but_surgical_intervention_may_be_required_if_symptoms_become_severe_and_intractable__Figure_1_CT_neck_with_contrast_illustrating_arteria_lusoria__an_aberrant_right_subclavian_artery_red_arrow_originating_from_the_left_side_of_the_heart_and_coursing_behind_the_oesophagus__A_Axial_section;_B_coronal_section_;Yes;No;2022;https://www.semanticscholar.org/paper/9dfefd099bbd2806fa1df56c21943314f4c4b9f7
1241;Symptomatic_Aberrant_Right_Subclavian_Artery:Advantages_of_a_Less_Invasive_Surgical_Approach;Data Management;6989,6990,6991,6992,6993,6994,6995;6990;12751;11210;J__Mancebo;Ji_Yeon_Kim;Enough_last_reason_type__Nation_memory_suffer_trial__Religious_born_account_admit_particular_second_specific__Evidence_dog_sell_at_;Painting_degree_reveal_truth__Five_cup_best_until_threat_allow_activity__Bed_development_kitchen_let_whole_toward_born_;ShortPaper;We_present_the_case_of_a_33_year_old_woman_with_a_non_aneurysmal__symptomatic_aberrant_right_subclavian_artery_ARSA_traveling_posterior_to_the_esophagus__as_demonstrated_on_chest_computed_tomography_CT_scans__She_was_treated_with_a_less_invasive_surgical_approach:closure_of_the_anomalous_vessel_close_to_its_origin_from_the_aortic_arch__through_a_left_thoracoscopic_procedure__followed_by_right_common_carotid_subclavian_artery_transposition_via_an_open_right_supraclavicular_approach__This_method_avoids_the_postoperative_morbidity_associated_with_open_thoracic_surgery_and_allows_a_clear_identification_of_the_anatomic_structures_minimizing_possible_procedure_related_complications_as_a_long_residual_arterial_stump_;Yes;Yes;2020;https://www.semanticscholar.org/paper/faa2c2027ed3d7cf0b47b9186f8c473813c2b261
1240;Optimizing_the_Sensory_Apparatus_of_Voxel_Based_Soft_Robots_Through_Evolution_and_Babbling;Computer Science;6987,6988,6969;6969;12750;11038;Haonan_Sun;E__Kasırga;Hear_shake_turn_best_fly__Those_less_person_have_child_buy_matter_;Participant_church_modern_off_Site_finally_when_education_population__Cell_level_college_capital__Every_purpose_effect_;DemoPaper;;Yes;Yes;2021;https://www.semanticscholar.org/paper/79a5e6712d2e339c63af74c325a1530b998a0e47
1239;On_the_use_of_quality_diversity_algorithms_for_the_traveling_thief_problem;Computer Science;6982,6985,6984;6984;13254;11124;M__Álvarez_Guerra;W__Lee;Television_practice_I_song_else_off_deal_commercial__Upon_range_during_article_serve_occur_coach__Simple_enough_Mrs_type_game_offer_loss_record_;Should_wrong_see_into_tend_run_sign__Door_rest_letter_fish_worker_Consumer_because_produce_again_then_recognize_drive_natural__Should_toward_all_nearly_similar_two_natural_feel_;FullPaper;In_real_world_optimisation__it_is_common_to_face_several_sub_problems_interacting_and_forming_the_main_problem__There_is_an_inter_dependency_between_the_sub_problems__making_it_impossible_to_solve_such_a_problem_by_focusing_on_only_one_component__The_traveling_thief_problem_TTP_belongs_to_this_category_and_is_formed_by_the_integration_of_the_traveling_salesperson_problem_TSP_and_the_knapsack_problem_KP__In_this_paper__we_investigate_the_inter_dependency_of_the_TSP_and_the_KP_by_means_of_quality_diversity_QD_approaches__QD_algorithms_provide_a_powerful_tool_not_only_to_obtain_high_quality_solutions_but_also_to_illustrate_the_distribution_of_high_performing_solutions_in_the_behavioural_space__We_introduce_a_MAP_Elite_based_evolutionary_algorithm_using_well_known_TSP_and_KP_search_operators__taking_the_TSP_and_KP_score_as_behavioural_descriptor__Afterwards__we_conduct_comprehensive_experimental_studies_that_show_the_usefulness_of_using_the_QD_approach_applied_to_the_TTP__First__we_provide_insights_regarding_high_quality_TTP_solutions_in_the_TSP/KP_behavioural_space__Afterwards__we_show_that_better_solutions_for_the_TTP_can_be_obtained_by_using_our_QD_approach_and_it_can_improve_the_best_known_solution_for_a_wide_range_of_TTP_instances_used_for_benchmarking_in_the_literature_;Yes;Yes;2021;https://www.semanticscholar.org/paper/a7aa6eaeff251632c73f251590e95637e8e44c71
1238;Exploring_the_feature_space_of_TSP_instances_using_quality_diversity;Computer Science;6986,6984;6986;null;12305;Anuran_Chakraborty;A__Johal;Environment_long_down__Election_place_market_operation__Media_toward_around_tax_knowledge_term_trouble_Follow_suffer_community_look_;Want_deep_let_around__Article_without_wind_political_Why_star_officer_oil_try_agree__Six_song_know_member_set_call_;FullPaper;Generating_instances_of_different_properties_is_key_to_algorithm_selection_methods_that_differentiate_between_the_performance_of_different_solvers_for_a_given_combinatorial_optimization_problem__A_wide_range_of_methods_using_evolutionary_computation_techniques_has_been_introduced_in_recent_years__With_this_paper__we_contribute_to_this_area_of_research_by_providing_a_new_approach_based_on_quality_diversity_QD_that_is_able_to_explore_the_whole_feature_space__QD_algorithms_allow_to_create_solutions_of_high_quality_within_a_given_feature_space_by_splitting_it_up_into_boxes_and_improving_solution_quality_within_each_box__We_use_our_QD_approach_for_the_generation_of_TSP_instances_to_visualize_and_analyze_the_variety_of_instances_differentiating_various_TSP_solvers_and_compare_it_to_instances_generated_by_established_approaches_from_the_literature_;Yes;No;2022;https://www.semanticscholar.org/paper/889edc3fa33e4ff4485f964c6b56da4a32848202
